time,relative_time,step,negotiator,offer,responses,state,text,data,LinearTBNegotiator@0,LinearTBNegotiator@1
0.0,0.0196078431372549,0,LinearTBNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9824561403508771,0.13742690058479534
0.0,0.0196078431372549,0,LinearTBNegotiator@1,"(1, 10, 0, 'standard')",{},continuing,,,0.12313190383365824,0.9824561403508771
0.012220667,0.0392156862745098,1,LinearTBNegotiator@0,"(9, 1, 7, 'basic')",{},continuing,,,0.9649122807017545,0.15559416209238722
0.012220667,0.0392156862745098,1,LinearTBNegotiator@1,"(2, 10, 0, 'standard')",{},continuing,,,0.14165042235217676,0.9649122807017545
0.01295275,0.058823529411764705,2,LinearTBNegotiator@0,"(9, 1, 6, 'basic')",{},continuing,,,0.9473684210526316,0.16953439214483385
0.01295275,0.058823529411764705,2,LinearTBNegotiator@1,"(3, 10, 0, 'standard')",{},continuing,,,0.17251461988304095,0.9473684210526316
0.013693209,0.0784313725490196,3,LinearTBNegotiator@0,"(9, 4, 9, 'basic')",{},continuing,,,0.9269005847953218,0.14912280701754388
0.013693209,0.0784313725490196,3,LinearTBNegotiator@1,"(4, 10, 0, 'standard')",{},continuing,,,0.21572449642625083,0.9298245614035088
0.014438042,0.09803921568627451,4,LinearTBNegotiator@0,"(9, 5, 9, 'basic')",{},continuing,,,0.9090318388564003,0.19233268356075373
0.014438042,0.09803921568627451,4,LinearTBNegotiator@1,"(1, 10, 0, 'premium')",{},continuing,,,0.052956465237166996,0.9122807017543859
0.015184042,0.11764705882352941,5,LinearTBNegotiator@0,"(9, 1, 8, 'standard')",{},continuing,,,0.8888888888888888,0.25438596491228077
0.015184042,0.11764705882352941,5,LinearTBNegotiator@1,"(1, 10, 8, 'standard')",{},continuing,,,0.2634827810266407,0.8947368421052633
0.015934459,0.13725490196078433,6,LinearTBNegotiator@0,"(9, 9, 9, 'basic')",{},continuing,,,0.8700454840805718,0.48862897985705
0.015934459,0.13725490196078433,6,LinearTBNegotiator@1,"(0, 10, 1, 'basic')",{},continuing,,,0.22807017543859653,0.8755158095648914
